0,0.000000,0.062992
18,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
21,0.000000,0.062992
19,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,0.000000,0.062992
20,-0.156250,0.062992
20,-0.265625,0.062992
20,-0.289063,0.062992
20,-0.296875,0.062992
20,-0.296875,0.062992
20,-0.359375,0.062992
20,-0.445313,0.062992
20,-0.484375,0.062992
20,-0.500000,0.086614
20,-0.531250,0.110236
20,-0.539063,0.110236
20,-0.539063,0.133858
20,-0.539063,0.133858
20,-0.546875,0.220472
20,-0.539063,0.322835
20,-0.539063,0.354331
20,-0.539063,0.409449
20,-0.546875,0.464567
20,-0.562500,0.543307
20,-0.570313,0.551181
20,-0.578125,0.551181
20,-0.578125,0.551181
20,-0.578125,0.551181
20,-0.578125,0.496063
20,-0.578125,0.133858
20,-0.578125,0.110236
20,-0.578125,0.110236
20,-0.578125,0.110236
20,-0.578125,0.110236
20,-0.578125,0.110236
20,-0.578125,0.110236
20,-0.578125,0.110236
20,-0.585938,0.125984
20,-0.585938,0.149606
20,-0.585938,0.157480
20,-0.585938,0.157480
20,-0.593750,0.173228
20,-0.617188,0.173228
20,-0.625000,0.173228
20,-0.640625,0.133858
20,-0.648438,0.118110
20,-0.664063,0.094488
20,-0.679688,0.055118
20,-0.695313,0.047244
20,-0.703125,0.047244
20,-0.710938,0.047244
20,-0.710938,0.047244
20,-0.726563,0.047244
20,-0.734375,0.047244
20,-0.734375,0.047244
20,-0.734375,0.047244
20,-0.734375,0.047244
20,-0.734375,0.055118
20,-0.734375,0.102362
20,-0.734375,0.125984
20,-0.734375,0.212598
20,-0.734375,0.267717
20,-0.734375,0.346457
20,-0.734375,0.433071
20,-0.734375,0.653543
20,-0.734375,0.763780
20,-0.734375,0.795276
20,-0.734375,0.795276
